Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
starši <obj prizadene >nsubj praksa	starši	prizadene	praksa	1	13.1	ABC	"pattern {B [form=""prizadene""]; A [form=""starši""]; C [form=""praksa""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22prizadene%22%5D%3B%20A%20%5Bform%3D%22star%C5%A1i%22%5D%3B%20C%20%5Bform%3D%22praksa%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prizadene
statusi <nsubj imajo >obj prednosti	statusi	imajo	prednosti	1	13.1	ABC	"pattern {B [form=""imajo""]; A [form=""statusi""]; C [form=""prednosti""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22statusi%22%5D%3B%20C%20%5Bform%3D%22prednosti%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
stopnja <nsubj ima >obj brezposelnost	stopnja	ima	brezposelnost	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""stopnja""]; C [form=""brezposelnost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22stopnja%22%5D%3B%20C%20%5Bform%3D%22brezposelnost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
strah <obj implantiral >nsubj človek	strah	implantiral	človek	1	13.1	ABC	"pattern {B [form=""implantiral""]; A [form=""strah""]; C [form=""človek""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22implantiral%22%5D%3B%20A%20%5Bform%3D%22strah%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dlovek%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	implantiral
strokovnjaki <nsubj snemali >obj vsebine	strokovnjaki	snemali	vsebine	1	13.1	ABC	"pattern {B [form=""snemali""]; A [form=""strokovnjaki""]; C [form=""vsebine""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22snemali%22%5D%3B%20A%20%5Bform%3D%22strokovnjaki%22%5D%3B%20C%20%5Bform%3D%22vsebine%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	snemali
svet <nsubj tebi <obj prilagaja	svet	tebi	prilagaja	1	13.1	ABC	"pattern {C [form=""prilagaja""]; A [form=""svet""]; B [form=""tebi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22prilagaja%22%5D%3B%20A%20%5Bform%3D%22svet%22%5D%3B%20B%20%5Bform%3D%22tebi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prilagaja
svoboda <nsubj dobila >obj pomen	svoboda	dobila	pomen	1	13.1	ABC	"pattern {B [form=""dobila""]; A [form=""svoboda""]; C [form=""pomen""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dobila%22%5D%3B%20A%20%5Bform%3D%22svoboda%22%5D%3B%20C%20%5Bform%3D%22pomen%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobila
ta <nsubj ima >obj hidratov	ta	ima	hidratov	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""ta""]; C [form=""hidratov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22ta%22%5D%3B%20C%20%5Bform%3D%22hidratov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
ta <nsubj ima >obj kanalčke	ta	ima	kanalčke	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""ta""]; C [form=""kanalčke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22ta%22%5D%3B%20C%20%5Bform%3D%22kanal%C4%8Dke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
ta <nsubj imeli >obj kurišče	ta	imeli	kurišče	1	13.1	ABC	"pattern {B [form=""imeli""]; A [form=""ta""]; C [form=""kurišče""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imeli%22%5D%3B%20A%20%5Bform%3D%22ta%22%5D%3B%20C%20%5Bform%3D%22kuri%C5%A1%C4%8De%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imeli
ta <nsubj toči >obj pijačo	ta	toči	pijačo	1	13.1	ABC	"pattern {B [form=""toči""]; A [form=""ta""]; C [form=""pijačo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22to%C4%8Di%22%5D%3B%20A%20%5Bform%3D%22ta%22%5D%3B%20C%20%5Bform%3D%22pija%C4%8Do%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	toči
ta <nsubj zaprla >obj pot	ta	zaprla	pot	1	13.1	ABC	"pattern {B [form=""zaprla""]; A [form=""ta""]; C [form=""pot""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22zaprla%22%5D%3B%20A%20%5Bform%3D%22ta%22%5D%3B%20C%20%5Bform%3D%22pot%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zaprla
tajkunov <obj ustvaril >nsubj Janez	tajkunov	ustvaril	Janez	1	13.1	ABC	"pattern {B [form=""ustvaril""]; A [form=""tajkunov""]; C [form=""Janez""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ustvaril%22%5D%3B%20A%20%5Bform%3D%22tajkunov%22%5D%3B%20C%20%5Bform%3D%22Janez%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustvaril
tako <obj jaz <nsubj imela	tako	jaz	imela	1	13.1	ABC	"pattern {C [form=""imela""]; A [form=""tako""]; B [form=""jaz""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22tako%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	imela
te <obj kdo <nsubj počil	te	kdo	počil	1	13.1	ABC	"pattern {C [form=""počil""]; A [form=""te""]; B [form=""kdo""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22po%C4%8Dil%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20B%20%5Bform%3D%22kdo%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	počil
te <obj mi <nsubj znali	te	mi	znali	1	13.1	ABC	"pattern {C [form=""znali""]; A [form=""te""]; B [form=""mi""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22znali%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	znali
te <obj noben <nsubj sili	te	noben	sili	1	13.1	ABC	"pattern {C [form=""sili""]; A [form=""te""]; B [form=""noben""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22sili%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20B%20%5Bform%3D%22noben%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	sili
te <obj potegnilo >nsubj to	te	potegnilo	to	1	13.1	ABC	"pattern {B [form=""potegnilo""]; A [form=""te""]; C [form=""to""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22potegnilo%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	potegnilo
te <obj teža <nsubj potegne	te	teža	potegne	1	13.1	ABC	"pattern {C [form=""potegne""]; A [form=""te""]; B [form=""teža""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22potegne%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20B%20%5Bform%3D%22te%C5%BEa%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	potegne
te <obj to <nsubj zvilo	te	to	zvilo	1	13.1	ABC	"pattern {C [form=""zvilo""]; A [form=""te""]; B [form=""to""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zvilo%22%5D%3B%20A%20%5Bform%3D%22te%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zvilo
tega <obj jaz <nsubj zasledim	tega	jaz	zasledim	1	13.1	ABC	"pattern {C [form=""zasledim""]; A [form=""tega""]; B [form=""jaz""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zasledim%22%5D%3B%20A%20%5Bform%3D%22tega%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zasledim
tega <obj nihče <nsubj razumel	tega	nihče	razumel	1	13.1	ABC	"pattern {C [form=""razumel""]; A [form=""tega""]; B [form=""nihče""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22razumel%22%5D%3B%20A%20%5Bform%3D%22tega%22%5D%3B%20B%20%5Bform%3D%22nih%C4%8De%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	razumel
temperatura <nsubj prevzame >obj vlogo	temperatura	prevzame	vlogo	1	13.1	ABC	"pattern {B [form=""prevzame""]; A [form=""temperatura""]; C [form=""vlogo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22prevzame%22%5D%3B%20A%20%5Bform%3D%22temperatura%22%5D%3B%20C%20%5Bform%3D%22vlogo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prevzame
ti <nsubj imaš >obj glas	ti	imaš	glas	1	13.1	ABC	"pattern {B [form=""imaš""]; A [form=""ti""]; C [form=""glas""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22glas%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imaš
ti <nsubj imela >obj oddajo	ti	imela	oddajo	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""ti""]; C [form=""oddajo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22oddajo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
ti <nsubj kaj <obj špilaš	ti	kaj	špilaš	1	13.1	ABC	"pattern {C [form=""špilaš""]; A [form=""ti""]; B [form=""kaj""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22%C5%A1pila%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22kaj%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	špilaš
ti <nsubj mene <obj poklical	ti	mene	poklical	1	13.1	ABC	"pattern {C [form=""poklical""]; A [form=""ti""]; B [form=""mene""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22poklical%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22mene%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	poklical
ti <nsubj napisal >obj preobleke	ti	napisal	preobleke	1	13.1	ABC	"pattern {B [form=""napisal""]; A [form=""ti""]; C [form=""preobleke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22napisal%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22preobleke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	napisal
ti <nsubj nimaš >obj glas	ti	nimaš	glas	1	13.1	ABC	"pattern {B [form=""nimaš""]; A [form=""ti""]; C [form=""glas""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22nima%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22glas%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nimaš
ti <nsubj nič <obj veš	ti	nič	veš	1	13.1	ABC	"pattern {C [form=""veš""]; A [form=""ti""]; B [form=""nič""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22ve%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22ni%C4%8D%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	veš
ti <nsubj pojdi >obj cd-je	ti	pojdi	cd-je	1	13.1	ABC	"pattern {B [form=""pojdi""]; A [form=""ti""]; C [form=""cd-je""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pojdi%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22cd-je%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pojdi
ti <nsubj povedala >obj anekdoto	ti	povedala	anekdoto	1	13.1	ABC	"pattern {B [form=""povedala""]; A [form=""ti""]; C [form=""anekdoto""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22povedala%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22anekdoto%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	povedala
ti <nsubj rabiš >obj ime	ti	rabiš	ime	1	13.1	ABC	"pattern {B [form=""rabiš""]; A [form=""ti""]; C [form=""ime""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22rabi%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22ime%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	rabiš
ti <nsubj si >obj to	ti	si	to	1	13.1	ABC	"pattern {B [form=""si""]; A [form=""ti""]; C [form=""to""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22si%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	si
ti <nsubj solato <obj naredil	ti	solato	naredil	1	13.1	ABC	"pattern {C [form=""naredil""]; A [form=""ti""]; B [form=""solato""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22naredil%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22solato%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	naredil
ti <nsubj to <obj seštej	ti	to	seštej	1	13.1	ABC	"pattern {C [form=""seštej""]; A [form=""ti""]; B [form=""to""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22se%C5%A1tej%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	seštej
ti <nsubj to <obj veš	ti	to	veš	1	13.1	ABC	"pattern {C [form=""veš""]; A [form=""ti""]; B [form=""to""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22ve%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	veš
ti <nsubj to <obj zastopiš	ti	to	zastopiš	1	13.1	ABC	"pattern {C [form=""zastopiš""]; A [form=""ti""]; B [form=""to""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zastopi%C5%A1%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zastopiš
ti <nsubj uničil >obj besedo	ti	uničil	besedo	1	13.1	ABC	"pattern {B [form=""uničil""]; A [form=""ti""]; C [form=""besedo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22uni%C4%8Dil%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22besedo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uničil
ti <nsubj črejvle <obj videli	ti	črejvle	videli	1	13.1	ABC	"pattern {C [form=""videli""]; A [form=""ti""]; B [form=""črejvle""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22videli%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20B%20%5Bform%3D%22%C4%8Drejvle%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	videli
ti <obj bom >nsubj jaz	ti	bom	jaz	1	13.1	ABC	"pattern {B [form=""bom""]; A [form=""ti""]; C [form=""jaz""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22bom%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22jaz%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	bom
ti <obj borta >nsubj nekdo	ti	borta	nekdo	1	13.1	ABC	"pattern {B [form=""borta""]; A [form=""ti""]; C [form=""nekdo""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22borta%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22nekdo%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	borta
ti <obj je >nsubj [name:personal]	ti	je	[name:personal]	1	13.1	ABC	"pattern {B [form=""je""]; A [form=""ti""]; C [form=""[name:personal]""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22je%22%5D%3B%20A%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	je
