Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
turistov <nsubj obišče >obj spomenike	turistov	obišče	spomenike	1	3.7	ABC	"pattern {B [form=""obišče""]; A [form=""turistov""]; C [form=""spomenike""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22obi%C5%A1%C4%8De%22%5D%3B%20A%20%5Bform%3D%22turistov%22%5D%3B%20C%20%5Bform%3D%22spomenike%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	obišče
udarec <obj doživeli >nsubj kupci	udarec	doživeli	kupci	1	3.7	ABC	"pattern {B [form=""doživeli""]; A [form=""udarec""]; C [form=""kupci""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22do%C5%BEiveli%22%5D%3B%20A%20%5Bform%3D%22udarec%22%5D%3B%20C%20%5Bform%3D%22kupci%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	doživeli
udeleženci <nsubj izvedli >obj vaje	udeleženci	izvedli	vaje	1	3.7	ABC	"pattern {B [form=""izvedli""]; A [form=""udeleženci""]; C [form=""vaje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izvedli%22%5D%3B%20A%20%5Bform%3D%22udele%C5%BEenci%22%5D%3B%20C%20%5Bform%3D%22vaje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izvedli
udeleženci <nsubj sledili >obj tradiciji	udeleženci	sledili	tradiciji	1	3.7	ABC	"pattern {B [form=""sledili""]; A [form=""udeleženci""]; C [form=""tradiciji""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sledili%22%5D%3B%20A%20%5Bform%3D%22udele%C5%BEenci%22%5D%3B%20C%20%5Bform%3D%22tradiciji%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sledili
udeležilo >obj ga >nsubj ljudi	udeležilo	ga	ljudi	1	3.7	ABC	"pattern {A [form=""udeležilo""]; B [form=""ga""]; C [form=""ljudi""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22udele%C5%BEilo%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22ljudi%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	udeležilo
ukaz <nsubj izpisal >obj imenike	ukaz	izpisal	imenike	1	3.7	ABC	"pattern {B [form=""izpisal""]; A [form=""ukaz""]; C [form=""imenike""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izpisal%22%5D%3B%20A%20%5Bform%3D%22ukaz%22%5D%3B%20C%20%5Bform%3D%22imenike%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izpisal
ukrepi <nsubj pomenijo >obj kazen	ukrepi	pomenijo	kazen	1	3.7	ABC	"pattern {B [form=""pomenijo""]; A [form=""ukrepi""]; C [form=""kazen""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomenijo%22%5D%3B%20A%20%5Bform%3D%22ukrepi%22%5D%3B%20C%20%5Bform%3D%22kazen%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomenijo
ukrepi <nsubj vključujejo >obj dostop	ukrepi	vključujejo	dostop	1	3.7	ABC	"pattern {B [form=""vključujejo""]; A [form=""ukrepi""]; C [form=""dostop""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vklju%C4%8Dujejo%22%5D%3B%20A%20%5Bform%3D%22ukrepi%22%5D%3B%20C%20%5Bform%3D%22dostop%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vključujejo
umetnik <nsubj prebarval >obj pokrajino	umetnik	prebarval	pokrajino	1	3.7	ABC	"pattern {B [form=""prebarval""]; A [form=""umetnik""]; C [form=""pokrajino""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22prebarval%22%5D%3B%20A%20%5Bform%3D%22umetnik%22%5D%3B%20C%20%5Bform%3D%22pokrajino%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prebarval
umetnik <nsubj sklenil >obj pot	umetnik	sklenil	pot	1	3.7	ABC	"pattern {B [form=""sklenil""]; A [form=""umetnik""]; C [form=""pot""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sklenil%22%5D%3B%20A%20%5Bform%3D%22umetnik%22%5D%3B%20C%20%5Bform%3D%22pot%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sklenil
umetniki <nsubj potrdili >obj vpliv	umetniki	potrdili	vpliv	1	3.7	ABC	"pattern {B [form=""potrdili""]; A [form=""umetniki""]; C [form=""vpliv""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22potrdili%22%5D%3B%20A%20%5Bform%3D%22umetniki%22%5D%3B%20C%20%5Bform%3D%22vpliv%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	potrdili
umetniki <nsubj pripravljali >obj performanse	umetniki	pripravljali	performanse	1	3.7	ABC	"pattern {B [form=""pripravljali""]; A [form=""umetniki""]; C [form=""performanse""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pripravljali%22%5D%3B%20A%20%5Bform%3D%22umetniki%22%5D%3B%20C%20%5Bform%3D%22performanse%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pripravljali
unija <nsubj vzpodbuja >obj kmetijstvo	unija	vzpodbuja	kmetijstvo	1	3.7	ABC	"pattern {B [form=""vzpodbuja""]; A [form=""unija""]; C [form=""kmetijstvo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vzpodbuja%22%5D%3B%20A%20%5Bform%3D%22unija%22%5D%3B%20C%20%5Bform%3D%22kmetijstvo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vzpodbuja
univerz <nsubj ga <obj nagradilo	univerz	ga	nagradilo	1	3.7	ABC	"pattern {C [form=""nagradilo""]; A [form=""univerz""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22nagradilo%22%5D%3B%20A%20%5Bform%3D%22univerz%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	nagradilo
uporaba <nsubj normalizira >obj prenose	uporaba	normalizira	prenose	1	3.7	ABC	"pattern {B [form=""normalizira""]; A [form=""uporaba""]; C [form=""prenose""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22normalizira%22%5D%3B%20A%20%5Bform%3D%22uporaba%22%5D%3B%20C%20%5Bform%3D%22prenose%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	normalizira
uporaba <nsubj ogroža >obj obstoj	uporaba	ogroža	obstoj	1	3.7	ABC	"pattern {B [form=""ogroža""]; A [form=""uporaba""]; C [form=""obstoj""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ogro%C5%BEa%22%5D%3B%20A%20%5Bform%3D%22uporaba%22%5D%3B%20C%20%5Bform%3D%22obstoj%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ogroža
uporaba <nsubj pomeni >obj ironijo	uporaba	pomeni	ironijo	1	3.7	ABC	"pattern {B [form=""pomeni""]; A [form=""uporaba""]; C [form=""ironijo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomeni%22%5D%3B%20A%20%5Bform%3D%22uporaba%22%5D%3B%20C%20%5Bform%3D%22ironijo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomeni
uporabe <obj podpira >nsubj dokazov	uporabe	podpira	dokazov	1	3.7	ABC	"pattern {B [form=""podpira""]; A [form=""uporabe""]; C [form=""dokazov""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podpira%22%5D%3B%20A%20%5Bform%3D%22uporabe%22%5D%3B%20C%20%5Bform%3D%22dokazov%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	podpira
uporabniki <nsubj iščejo >obj informacije	uporabniki	iščejo	informacije	1	3.7	ABC	"pattern {B [form=""iščejo""]; A [form=""uporabniki""]; C [form=""informacije""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22i%C5%A1%C4%8Dejo%22%5D%3B%20A%20%5Bform%3D%22uporabniki%22%5D%3B%20C%20%5Bform%3D%22informacije%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	iščejo
uporabniki <nsubj spremenijo >obj temo	uporabniki	spremenijo	temo	1	3.7	ABC	"pattern {B [form=""spremenijo""]; A [form=""uporabniki""]; C [form=""temo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22spremenijo%22%5D%3B%20A%20%5Bform%3D%22uporabniki%22%5D%3B%20C%20%5Bform%3D%22temo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spremenijo
uporabniki <nsubj ustvarjajo >obj zemljevid	uporabniki	ustvarjajo	zemljevid	1	3.7	ABC	"pattern {B [form=""ustvarjajo""]; A [form=""uporabniki""]; C [form=""zemljevid""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ustvarjajo%22%5D%3B%20A%20%5Bform%3D%22uporabniki%22%5D%3B%20C%20%5Bform%3D%22zemljevid%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustvarjajo
uporabniki <nsubj vodil <obj držijo	uporabniki	vodil	držijo	1	3.7	ABC	"pattern {C [form=""držijo""]; A [form=""uporabniki""]; B [form=""vodil""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22dr%C5%BEijo%22%5D%3B%20A%20%5Bform%3D%22uporabniki%22%5D%3B%20B%20%5Bform%3D%22vodil%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	držijo
uporabo <obj urejajo >nsubj zakoni	uporabo	urejajo	zakoni	1	3.7	ABC	"pattern {B [form=""urejajo""]; A [form=""uporabo""]; C [form=""zakoni""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22urejajo%22%5D%3B%20A%20%5Bform%3D%22uporabo%22%5D%3B%20C%20%5Bform%3D%22zakoni%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	urejajo
uporniki <nsubj izpustili >obj policistov	uporniki	izpustili	policistov	1	3.7	ABC	"pattern {B [form=""izpustili""]; A [form=""uporniki""]; C [form=""policistov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izpustili%22%5D%3B%20A%20%5Bform%3D%22uporniki%22%5D%3B%20C%20%5Bform%3D%22policistov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izpustili
uporniki <nsubj ugrabili >obj avtobus	uporniki	ugrabili	avtobus	1	3.7	ABC	"pattern {B [form=""ugrabili""]; A [form=""uporniki""]; C [form=""avtobus""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ugrabili%22%5D%3B%20A%20%5Bform%3D%22uporniki%22%5D%3B%20C%20%5Bform%3D%22avtobus%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ugrabili
uprava <nsubj nima >obj fotk	uprava	nima	fotk	1	3.7	ABC	"pattern {B [form=""nima""]; A [form=""uprava""]; C [form=""fotk""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nima%22%5D%3B%20A%20%5Bform%3D%22uprava%22%5D%3B%20C%20%5Bform%3D%22fotk%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nima
uprava <nsubj pripravila >obj pojasnilo	uprava	pripravila	pojasnilo	1	3.7	ABC	"pattern {B [form=""pripravila""]; A [form=""uprava""]; C [form=""pojasnilo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pripravila%22%5D%3B%20A%20%5Bform%3D%22uprava%22%5D%3B%20C%20%5Bform%3D%22pojasnilo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pripravila
uprava <nsubj razglasila >obj ogroženost	uprava	razglasila	ogroženost	1	3.7	ABC	"pattern {B [form=""razglasila""]; A [form=""uprava""]; C [form=""ogroženost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22razglasila%22%5D%3B%20A%20%5Bform%3D%22uprava%22%5D%3B%20C%20%5Bform%3D%22ogro%C5%BEenost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	razglasila
upravičenci <nsubj dobivali >obj subvencije	upravičenci	dobivali	subvencije	1	3.7	ABC	"pattern {B [form=""dobivali""]; A [form=""upravičenci""]; C [form=""subvencije""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobivali%22%5D%3B%20A%20%5Bform%3D%22upravi%C4%8Denci%22%5D%3B%20C%20%5Bform%3D%22subvencije%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobivali
uprizoritev <nsubj spodbudi >obj interpretacijo	uprizoritev	spodbudi	interpretacijo	1	3.7	ABC	"pattern {B [form=""spodbudi""]; A [form=""uprizoritev""]; C [form=""interpretacijo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22spodbudi%22%5D%3B%20A%20%5Bform%3D%22uprizoritev%22%5D%3B%20C%20%5Bform%3D%22interpretacijo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spodbudi
urad <obj vodil >nsubj župan	urad	vodil	župan	1	3.7	ABC	"pattern {B [form=""vodil""]; A [form=""urad""]; C [form=""župan""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vodil%22%5D%3B%20A%20%5Bform%3D%22urad%22%5D%3B%20C%20%5Bform%3D%22%C5%BEupan%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vodil
uredba <nsubj določa >obj pogoje	uredba	določa	pogoje	1	3.7	ABC	"pattern {B [form=""določa""]; A [form=""uredba""]; C [form=""pogoje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dolo%C4%8Da%22%5D%3B%20A%20%5Bform%3D%22uredba%22%5D%3B%20C%20%5Bform%3D%22pogoje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	določa
uredbo <obj sprejela >nsubj vlada	uredbo	sprejela	vlada	1	3.7	ABC	"pattern {B [form=""sprejela""]; A [form=""uredbo""]; C [form=""vlada""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sprejela%22%5D%3B%20A%20%5Bform%3D%22uredbo%22%5D%3B%20C%20%5Bform%3D%22vlada%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sprejela
ureditev <nsubj zmanjšuje >obj možnost	ureditev	zmanjšuje	možnost	1	3.7	ABC	"pattern {B [form=""zmanjšuje""]; A [form=""ureditev""]; C [form=""možnost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zmanj%C5%A1uje%22%5D%3B%20A%20%5Bform%3D%22ureditev%22%5D%3B%20C%20%5Bform%3D%22mo%C5%BEnost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zmanjšuje
uri <obj namenili >nsubj člani	uri	namenili	člani	1	3.7	ABC	"pattern {B [form=""namenili""]; A [form=""uri""]; C [form=""člani""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22namenili%22%5D%3B%20A%20%5Bform%3D%22uri%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dlani%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	namenili
uslužbenec <nsubj državo <obj stane	uslužbenec	državo	stane	1	3.7	ABC	"pattern {C [form=""stane""]; A [form=""uslužbenec""]; B [form=""državo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22stane%22%5D%3B%20A%20%5Bform%3D%22uslu%C5%BEbenec%22%5D%3B%20B%20%5Bform%3D%22dr%C5%BEavo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	stane
usoda <nsubj preizkušala >obj vzdržljivost	usoda	preizkušala	vzdržljivost	1	3.7	ABC	"pattern {B [form=""preizkušala""]; A [form=""usoda""]; C [form=""vzdržljivost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preizku%C5%A1ala%22%5D%3B%20A%20%5Bform%3D%22usoda%22%5D%3B%20C%20%5Bform%3D%22vzdr%C5%BEljivost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	preizkušala
ustvarjanje <nsubj jo <obj pripeljalo	ustvarjanje	jo	pripeljalo	1	3.7	ABC	"pattern {C [form=""pripeljalo""]; A [form=""ustvarjanje""]; B [form=""jo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22pripeljalo%22%5D%3B%20A%20%5Bform%3D%22ustvarjanje%22%5D%3B%20B%20%5Bform%3D%22jo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pripeljalo
ustvarjanje <nsubj zahteva >obj požrtvovalnost	ustvarjanje	zahteva	požrtvovalnost	1	3.7	ABC	"pattern {B [form=""zahteva""]; A [form=""ustvarjanje""]; C [form=""požrtvovalnost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zahteva%22%5D%3B%20A%20%5Bform%3D%22ustvarjanje%22%5D%3B%20C%20%5Bform%3D%22po%C5%BErtvovalnost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zahteva
uvedbo <obj predlaga >nsubj vlada	uvedbo	predlaga	vlada	1	3.7	ABC	"pattern {B [form=""predlaga""]; A [form=""uvedbo""]; C [form=""vlada""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22predlaga%22%5D%3B%20A%20%5Bform%3D%22uvedbo%22%5D%3B%20C%20%5Bform%3D%22vlada%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	predlaga
uveljavitev <nsubj pomenila >obj izgubo	uveljavitev	pomenila	izgubo	1	3.7	ABC	"pattern {B [form=""pomenila""]; A [form=""uveljavitev""]; C [form=""izgubo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomenila%22%5D%3B%20A%20%5Bform%3D%22uveljavitev%22%5D%3B%20C%20%5Bform%3D%22izgubo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomenila
